,word,count
3470,fist,1
3471,bind,4
3472,statute,1
3473,usurer,1
3474,sue,2
3475,debtor,1
3476,whole,6
3477,135,1
3478,whoever,4
3479,plus,1
3480,spacious,2
3481,addeth,1
3482,beseechers,1
3483,136,1
3484,admitted,3
3485,fulfil,2
3486,receipt,2
3487,reckoned,1
3488,untold,1
3489,137,1
3490,partial,1
3491,anchored,1
3492,bay,2
3493,forged,1
3494,hooks,1
3495,plot,3
3496,erred,1
3497,transferred,1
3498,138,1
3499,swears,2
3500,untutored,1
3501,unlearned,2
3502,subtleties,1
3503,vainly,3
3504,simply,3
3505,credit,7
3506,sides,4
3507,suppressed,1
3508,unjust,2
3509,habit,1
3510,flattered,1
3511,139,1
3512,justify,1
3513,slay,2
3514,erpressed,1
3515,dart,1
3516,outright,1
3517,rid,1
3518,140,1
3519,press,1
3520,manner,3
3521,testy,1
3522,news,11
3523,physicians,3
3524,madness,2
3525,wresting,1
3526,slanderers,1
3527,believed,2
3528,141,1
3529,despise,2
3530,pleased,1
3531,dote,3
3532,cars,1
3533,tune,2
3534,delighted,1
3535,prone,1
3536,invited,2
3537,senses,2
3538,dissuade,3
3539,foolish,3
3540,serving,2
3541,unswayed,1
3542,likeness,1
3543,awards,1
3544,142,1
3545,merits,2
3546,reproving,1
3547,scarlet,1
3548,ornaments,1
3549,sealed,1
3550,robbed,1
3551,beds,1
3552,revenues,1
3553,rents,1
3554,woo,3
3555,importune,1
3556,deserve,4
3557,pitied,2
3558,denied,4
3559,143,1
3560,huswife,1
3561,feathered,1
3562,dispatch,6
3563,neglected,2
3564,chase,3
3565,busy,1
3566,prizing,1
3567,infant,1
3568,afar,3
3569,loud,4
3570,crying,2
3571,144,1
3572,suggest,2
3573,worser,2
3574,coloured,1
3575,tempteth,1
3576,saint,6
3577,devil,7
3578,wooing,2
3579,purity,1
3580,fiend,2
3581,directly,1
3582,145,1
3583,breathed,1
3584,languished,1
3585,woeful,1
3586,mercy,5
3587,chiding,1
3588,followed,3
3589,flown,2
3590,threw,3
3591,saved,2
3592,146,1
3593,rebel,2
3594,array,1
3595,dearth,1
3596,costly,1
3597,inheritors,1
3598,excess,2
3599,aggravate,1
3600,buy,7
3601,terms,3
3602,selling,1
3603,dross,1
3604,fed,3
3605,feed,4
3606,dying,2
3607,147,1
3608,longing,2
3609,nurseth,1
3610,disease,3
3611,preserve,2
3612,uncertain,2
3613,sickly,2
3614,physician,4
3615,angry,2
3616,prescriptions,2
3617,desperate,5
3618,except,2
3619,frantic,1
3620,unrest,1
3621,random,1
3622,sworn,8
3623,148,1
3624,correspondence,1
3625,censures,1
3626,falsely,2
3627,aright,1
3628,denote,1
3629,vexed,1
3630,watching,1
3631,marvel,3
3632,mistake,2
3633,sees,2
3634,clears,1
3635,149,1
3636,partake,1
3637,hateth,1
3638,fawn,1
3639,lour,1
3640,revenge,2
3641,service,24
3642,worship,2
3643,commanded,3
3644,150,1
3645,insufficiency,1
3646,brightness,1
3647,refuse,1
3648,warrantise,1
3649,exceeds,1
3650,abhor,2
3651,unworthiness,2
3652,raised,1
3653,151,1
3654,cheater,1
3655,betraying,1
3656,nobler,2
3657,treason,2
3658,stays,2
3659,rising,1
3660,drudge,2
3661,152,1
3662,swearing,3
3663,torn,1
3664,vowing,1
3665,oaths,12
3666,misuse,1
3667,honest,12
3668,enlighten,1
3669,blindness,1
3670,153,1
3671,cupid,4
3672,asleep,2
3673,maid,22
3674,dian,5
3675,kindling,1
3676,quickly,8
3677,steep,1
3678,valley,1
3679,fountain,1
3680,endure,3
3681,seeting,1
3682,bath,4
3683,fired,1
3684,trial,3
3685,touch,8
3686,thither,5
3687,hied,1
3688,distempered,2
3689,154,1
3690,lying,3
3691,inflaming,1
3692,nymphs,1
3693,vowed,1
3694,chaste,2
3695,tripping,1
3696,votary,1
3697,legions,1
3698,warmed,1
3699,virgin,7
3700,disarmed,1
3701,quenched,1
3702,cool,4
3703,discased,1
3704,thrall,1
3705,heats,1
3706,cools,1
3707,electronic,16
3708,version,8
3709,complete,8
3710,william,9
3711,shakespeare,9
3712,copyright,8
3713,1990,8
3714,1993,8
3715,library,8
3716,inc,8
3717,provided,8
3718,project,9
3719,gutenberg,8
3720,etext,8
3721,illinois,8
3722,benedictine,8
3723,college,9
3724,permission,8
3725,machine,8
3726,readable,8
3727,copies,16
3728,distributed,16
3729,1,13
3730,personal,8
3731,2,13
3732,commercially,8
3733,prohibited,8
3734,commercial,8
3735,distribution,8
3736,includes,8
3737,charges,9
3738,download,8
3739,membership,8
3740,1603,1
3741,alls,1
3742,ends,4
3743,dramatis,1
3744,personae,1
3745,florence,21
3746,bertram,136
3747,rousillon,28
3748,lafeu,118
3749,parolles,175
3750,follower,1
3751,steward,10
3752,countess,100
3753,lavache,2
3754,clown,67
3755,helena,125
3756,gentlewoman,8
3757,protected,1
3758,diana,59
3759,violenta,2
3760,mariana,7
3761,etc,2
3762,florentine,9
3763,paris,11
3764,marseilles,4
3765,bury,2
3766,madam,54
3767,command,8
3768,subjection,1
3769,sir,116
3770,stir,2
3771,wanted,2
3772,amendment,1
3773,abandon,1
3774,practices,1
3775,persecuted,1
3776,passage,1
3777,honesty,11
3778,stretch,3
3779,famous,2
3780,profession,3
3781,gerard,3
3782,de,3
3783,narbon,3
3784,spoke,14
3785,admiringly,2
3786,mourningly,1
3787,skilful,1
3788,liv,2
3789,languishes,1
3790,fistula,1
3791,notorious,2
3792,bequeathed,3
3793,overlooking,1
3794,education,1
3795,promises,3
3796,dispositions,1
3797,inherits,1
3798,unclean,2
3799,carries,3
3800,qualities,4
3801,commendations,3
3802,virtues,4
3803,traitors,3
3804,simpleness,1
3805,derives,1
3806,achieves,1
3807,brine,1
3808,season,2
3809,approaches,4
3810,livelihood,1
3811,affect,2
3812,moderate,1
3813,lamentation,1
3814,excessive,1
3815,enemy,8
3816,wishes,6
3817,empire,4
3818,birthright,1
3819,tax,4
3820,speech,9
3821,furnish,3
3822,unseason,1
3823,courtier,7
3824,advise,3
3825,bless,8
3826,forg,1
3827,servants,2
3828,comfortable,1
3829,shed,2
3830,imagination,1
3831,undone,5
3832,twere,6
3833,particular,6
3834,wed,3
3835,radiance,1
3836,collateral,1
3837,comforted,1
3838,sphere,1
3839,ambition,2
3840,hind,1
3841,mated,1
3842,twas,7
3843,arched,1
3844,brows,3
3845,hawking,1
3846,capable,2
3847,trick,2
3848,idolatrous,1
3849,fancy,6
3850,sanctify,2
3851,relics,2
3852,liar,4
3853,solely,1
3854,fix,2
3855,evils,2
3856,fit,7
3857,steely,1
3858,bleak,1
3859,superfluous,1
3860,meditating,1
3861,virginity,19
3862,soldier,55
3863,ask,15
3864,barricado,1
3865,assails,1
3866,resistance,1
3867,undermine,1
3868,underminers,1
3869,blowers,1
3870,military,1
3871,virgins,3
3872,blown,2
3873,quicklier,1
3874,marry,25
3875,blowing,1
3876,city,3
3877,rational,1
3878,metal,2
3879,companion,5
3880,infallible,1
3881,disobedience,1
3882,hangs,1
3883,murders,1
3884,highways,1
3885,sanctified,2
3886,offendress,1
3887,mites,1
3888,cheese,1
3889,consumes,1
3890,paring,1
3891,stomach,4
3892,peevish,1
3893,inhibited,1
3894,canon,1
3895,principal,1
3896,liking,3
3897,likes,2
3898,commodity,1
3899,gloss,1
3900,vendible,1
3901,request,1
3902,wears,3
3903,cap,4
3904,unsuitable,1
3905,brooch,1
3906,toothpick,1
3907,pie,1
3908,porridge,1
3909,wither,4
3910,pears,1
3911,eats,1
3912,drily,1
3913,pear,2
3914,formerly,1
3915,anything,5
3916,guide,1
3917,counsellor,1
3918,traitress,1
3919,humility,3
3920,jarring,1
3921,discord,1
3922,dulcet,1
3923,disaster,4
3924,adoptious,1
3925,christendoms,1
3926,blinking,1
3927,gossips,1
3928,court,18
3929,poorer,3
3930,shut,3
3931,effects,2
3932,returns,1
3933,monsieur,12
3934,charitable,1
3935,especially,3
3936,predominant,1
3937,retrograde,1
3938,running,1
3939,proposes,1
3940,safety,1
3941,valour,5
3942,acutely,1
3943,instruction,1
3944,serve,23
3945,naturalize,1
3946,counsel,3
3947,advice,4
3948,diest,2
3949,unthankfulness,1
3950,uses,2
3951,remedies,1
3952,ourselves,14
3953,ascribe,1
3954,fated,2
3955,pull,2
3956,designs,2
3957,mounts,1
3958,mightiest,1
3959,impossible,1
3960,attempts,1
3961,strove,1
3962,miss,2
3963,cornets,2
3964,letters,12
3965,florentines,2
3966,senoys,1
3967,fought,3
3968,continue,2
3969,braving,1
3970,reported,4
3971,credible,1
3972,certainty,3
3973,vouch,2
3974,austria,1
3975,caution,1
3976,speedy,1
3977,prejudicates,1
3978,denial,1
3979,approv,2
3980,amplest,1
3981,credence,2
3982,gentlemen,8
3983,tuscan,2
3984,nursery,1
3985,gentry,1
3986,breathing,2
3987,exploit,3
3988,compos,2
3989,moral,1
3990,soundness,1
3991,myself,19
3992,friendship,2
3993,tried,1
3994,soldiership,3
3995,discipled,1
3996,bravest,2
3997,lasted,1
3998,haggish,1
3999,wore,2
4000,repairs,1
4001,observe,3
4002,unnoted,1
4003,levity,1
4004,contempt,5
4005,sharpness,1
4006,awak,2
4007,minute,2
4008,exception,1
4009,obey,3
4010,below,2
4011,eminent,1
4012,humbled,1
4013,younger,4
4014,demonstrate,1
4015,goers,2
4016,approof,2
4017,plausive,2
4018,scatter,1
4019,grafted,1
4020,began,1
4021,catastrophe,1
4022,heel,3
4023,pastime,1
4024,quoth,4
4025,lacks,1
4026,oil,2
4027,snuff,1
4028,apprehensive,1
4029,judgments,2
4030,mere,3
4031,fathers,1
4032,constancies,1
4033,fashions,1
4034,wax,1
4035,dissolved,1
4036,hive,1
4037,labourers,1
4038,fam,1
4039,months,2
4040,worn,5
4041,applications,1
4042,3,5
4043,calendar,1
4044,endeavours,2
4045,modesty,3
4046,clearness,1
4047,deservings,1
4048,does,30
4049,knave,28
4050,sirrah,8
4051,complaints,1
4052,slowness,1
4053,ability,1
4054,knaveries,1
4055,fellow,10
4056,damn,5
4057,ladyship,2
4058,isbel,3
4059,beg,5
4060,heritage,1
4061,bames,1
4062,requires,3
4063,driven,1
4064,drives,2
4065,wicked,2
4066,wickedness,2
4067,knaves,3
4068,aweary,2
4069,spares,1
4070,team,1
4071,crop,1
4072,cuckold,4
4073,comforts,2
4074,cherisher,1
4075,cherishes,1
4076,ergo,1
4077,kisses,2
4078,charbon,1
4079,puritan,2
4080,poysam,1
4081,papist,1
4082,howsome,1
4083,sever,1
4084,religion,1
4085,heads,1
4086,jowl,1
4087,horns,2
4088,deer,1
4089,calumnious,1
4090,prophet,1
4091,ballad,2
4092,repeat,1
4093,destiny,1
4094,cuckoo,1
4095,grecians,1
4096,sacked,1
4097,troy,1
4098,priam,1
4099,sighed,2
4100,sentence,2
4101,purifying,1
4102,tithe,1
4103,parson,1
4104,blazing,1
4105,earthquake,1
4106,lottery,2
4107,surplice,1
4108,gown,1
4109,forsooth,1
4110,hither,7
4111,entirely,1
4112,bequeath,2
4113,lawfully,1
4114,owing,1
4115,demand,11
4116,communicate,1
4117,stranger,2
4118,estates,1
4119,extend,2
4120,knight,1
4121,surpris,1
4122,rescue,1
4123,assault,2
4124,afterward,1
4125,deliver,5
4127,exclaim,1
4128,speedily,2
4129,acquaint,3
4130,sithence,1
4131,happen,2
4132,concerns,2
4133,discharg,1
4134,honestly,1
4135,likelihoods,1
4136,inform,7
4137,tott,1
4138,balance,2
4139,misdoubt,2
4140,stall,1
4141,further,16
4142,thorn,1
4143,impress,1
4144,remembrances,1
4145,honourable,7
4146,methought,2
4147,serpent,3
4148,start,2
4149,catalogue,1
4150,enwombed,1
4151,adoption,1
4152,strives,2
4153,choice,6
4154,slip,1
4155,foreign,1
4156,seeds,1
4157,oppress,1
4158,curd,1
4159,messenger,20
4160,iris,1
4161,rounds,1
4162,honoured,1
4163,parents,1
4164,sister,4
4165,yes,9
4166,shield,1
4167,pulse,1
4168,fondness,1
4169,myst,1
4170,loneliness,1
4171,asham,1
4172,proclamation,1
4173,behaviours,1
4174,hellish,1
4175,obstinacy,1
4176,suspected,2
4177,clew,1
4178,forswear,1
4179,howe,4
4180,avail,1
4181,disclose,1
4182,affection,1
4183,passions,2
4184,appeach,1
4185,knee,1
4186,offended,3
4187,hurts,2
4188,token,4
4189,presumptuous,1
4190,captious,1
4191,intenible,1
4192,sieve,1
4193,waters,2
4194,indian,1
4195,adore,1
4196,worshipper,1
4197,encounter,4
4198,aged,1
4199,cites,1
4200,chastely,2
4201,seeks,2
4202,search,3
4203,implies,1
4204,riddle,2
4205,intent,2
4206,prov,2
4207,manifest,1
4208,experience,4
4209,sovereignty,1
4210,heedfull,1
4211,reservation,2
4212,notes,1
4213,faculties,1
4214,inclusive,1
4215,amongst,1
4216,languishings,1
4217,motive,3
4218,conversation,1
4219,schools,1
4220,embowell,1
4221,doctrine,1
4222,danger,8
4223,legacy,2
4224,luckiest,1
4225,success,6
4226,knowingly,1
4227,greetings,1
4228,attempt,3
4229,taking,3
4230,principles,1
4231,receiv,3
4232,ent,1
4233,malady,2
4234,frenchmen,2
4235,higher,4
4236,italy,6
4237,bated,1
4238,monarchy,1
4239,questant,1
4240,shrinks,1
4241,aloud,1
4242,bidding,3
4243,girls,1
4244,language,5
4245,beware,2
4246,captives,1
4247,warnings,1
4248,retires,1
4249,attended,2
4250,spark,1
4251,admirable,1
4252,coil,1
4253,bravely,5
4254,forehorse,1
4255,smock,2
4256,creaking,1
4257,shoes,1
4258,bought,3
4259,dance,2
4260,parting,2
4261,tortur,1
4262,heroes,1
4263,kin,1
4264,sparks,1
4265,lustrous,1
4266,metals,1
4267,regiment,2
4268,spinii,1
4269,spurio,2
4270,cicatrice,1
4271,emblem,1
4272,sinister,1
4273,entrench,1
4274,reports,6
4275,novices,1
4276,restrain,1
4277,expressive,1
4278,muster,2
4279,dilated,1
4280,fellows,3
4281,sinewy,1
4282,kneeling,1
4283,tidings,1
4284,has,31
4285,kneel,2
4286,pate,1
4287,across,1
4288,cur,1
4289,infirmity,1
4290,grapes,2
4291,fox,3
4292,reach,1
4293,quicken,1
4294,rock,1
4295,canary,1
4296,spritely,1
4297,araise,1
4298,arriv,1
4299,seriously,2
4300,deliverance,2
4301,sex,1
4302,amaz,1
4303,admiration,1
4304,prologues,1
4305,traitor,1
4306,cressid,1
4307,profess,2
4308,spare,5
4309,receipts,1
4310,chiefly,2
4311,practice,2
4312,bade,2
4313,triple,2
4314,safer,1
4315,malignant,1
4316,appliance,1
4317,humbleness,1
4318,credulous,1
4319,doctors,1
4320,congregated,1
4321,concluded,2
4322,inaidable,1
4323,estate,3
4324,prostitute,1
4325,empirics,1
4326,dissever,1
4327,senseless,1
4328,enforce,3
4329,humbly,5
4330,entreating,1
4331,modest,1
4332,grateful,1
4333,peril,1
4334,finisher,1
4335,weakest,1
4336,minister,2
4337,babes,2
4338,judges,1
4339,sources,1
4340,seas,1
4341,dried,1
4342,expectation,1
4343,fails,1
4344,coldest,1
4345,proffers,1
4346,reward,1
4347,inspired,1
4348,barr,1
4349,square,3
4350,presumption,1
4351,experiment,1
4352,impostor,1
4353,proclaim,1
4354,confident,1
4355,hop,2
4356,lending,1
4357,torcher,1
4358,diurnal,1
4359,murk,1
4360,occidental,1
4361,damp,1
4362,moist,1
4363,hesperus,1
4364,quench,1
4365,sleepy,1
4366,lamp,1
4367,pilot,1
4368,infirm,1
4369,confidence,1
4370,dar,1
4371,impudence,1
4372,strumpet,3
4373,divulged,1
4374,traduc,1
4375,odious,1
4376,ballads,1
4377,sear,1
4378,otherwise,2
4379,extended,3
4380,ended,4
4381,organ,1
4382,impossibility,2
4383,saves,1
4384,rate,5
4385,happiness,2
4386,intimate,1
4387,infinite,5
4388,monstrous,3
4389,practiser,1
4390,ministers,1
4391,flinch,1
4392,property,3
4393,unpitied,2
4394,helping,1
4395,sceptre,1
4396,exempted,1
4397,arrogance,1
4398,propagate,1
4399,branch,1
4400,premises,1
4401,observ,1
4402,performance,1
4403,serv,1
4404,resolv,2
4405,rely,1
4406,cam,1
4407,tended,2
4408,unquestion,1
4409,undoubted,1
4410,ho,3
4411,deed,7
4412,breeding,3
4413,highly,1
4414,lowly,1
4415,lent,3
4416,easily,1
4417,leg,2
4418,precisely,1
4419,bountiful,1
4420,questions,4
4421,barber,2
4422,chair,1
4423,buttocks,1
4424,pin,1
4425,buttock,4
4426,quatch,1
4427,brawn,1
4428,groats,1
4429,attorney,1
4430,taffety,1
4431,punk,1
4432,tib,1
4433,rush,1
4434,tom,2
4435,forefinger,1
4436,pancake,1
4437,shrove,1
4438,tuesday,1
4439,morris,1
4440,mayday,1
4441,nail,1
4442,hole,2
4443,horn,1
4444,scolding,1
4445,quean,1
4446,wrangling,2
4447,nun,1
4448,friar,2
4449,pudding,1
4450,skin,1
4451,fitness,1
4452,beneath,1
4453,constable,1
4454,size,1
4455,demands,1
4456,hoping,1
4457,wiser,3
4458,putting,1
4459,thick,3
4460,homely,2
4461,meat,1
4462,warrant,2
4463,whipping,3
4464,housewife,1
4465,merrily,1
4466,serves,3
4467,kinsmen,1
4468,commendation,1
4469,fruitfully,1
4470,legs,1
4471,philosophical,1
4472,persons,2
4473,supernatural,1
4474,causeless,1
4475,terrors,1
4476,ensconcing,1
4477,submit,2
4478,rarest,1
4479,shot,2
4480,latter,2
4481,relinquish,1
4482,artists,1
4483,galen,1
4484,paracelsus,1
4485,authentic,1
4486,incurable,1
4487,assur,1
4488,novelty,1
4489,dolphin,1
4490,lustier,1
4491,tedious,1
4492,facinerious,1
4493,debile,1
4494,transcendence,1
4495,recov,1
4496,thankful,4
4497,lustig,1
4498,dutchman,1
4499,tooth,1
4500,coranto,1
4501,mort,1
4502,du,1
4503,vinaigre,1
4504,attendant,4
4505,preserver,1
4506,banish,1
4507,repeal,1
4508,confirmation,1
4509,promis,3
4510,attends,1
4511,parcel,1
4512,bachelors,1
4513,bestowing,2
4514,election,1
4515,curtal,1
4516,furniture,1
4517,boys,8
4518,peruse,1
4519,restor,2
4520,wealthiest,1
4521,protest,3
4522,blushes,3
4523,whisper,2
4524,refused,1
4525,shuns,2
4526,altar,1
4527,stream,3
4528,ames,1
4529,ace,1
4530,flames,1
4531,threat,1
4532,ningly,1
4533,replies,1
4534,fortunes,7
4535,whipt,4
4536,turk,1
4537,eunuchs,2
4538,afraid,2
4539,ice,1
4540,bastards,1
4541,em,5
4542,fourth,1
4543,grape,1
4544,wine,2
4545,ass,2
4546,fourteen,1
4547,guiding,1
4548,beseech,13
4549,rais,1
4550,raising,1
4551,build,1
4552,bloods,1
4553,distinction,3
4554,differences,1
4555,dislik,2
4556,lowest,1
4557,doer,1
4558,additions,1
4559,swell,2
4560,dropsied,1
4561,vileness,1
4562,immediate,2
4563,challenges,1
4564,sire,1
4565,honours,2
4566,debauch,2
4567,trophy,1
4568,create,1
4569,dower,3
4571,stake,1
4572,scornful,2
4573,shackle,1
4574,poising,1
4575,defective,1
4576,scale,1
4577,beam,1
4578,plant,1
4579,travails,1
4580,presently,5
4581,obedient,2
4582,claims,4
4583,staggers,1
4584,careless,1
4585,lapse,1
4586,loosing,1
4587,dole,1
4588,ennobled,1
4589,counterpoise,1
4590,smile,1
4591,contract,1
4592,expedient,1
4593,perform,2
4594,expecting,1
4595,commenting,1
4596,wedding,1
4597,recantation,2
4598,understood,2
4599,counts,1
4600,satisfy,2
4601,ordinaries,1
4602,tolerable,1
4603,vent,1
4604,scarfs,2
4605,bannerets,1
4606,manifoldly,1
4607,believing,1
4608,vessel,2
4609,rt,1
4610,scarce,4
4611,plunge,1
4612,hen,1
4613,window,3
4614,lattice,1
4615,casement,3
4616,egregious,1
4617,indignity,1
4618,ev,3
4619,dram,1
4620,bate,1
4621,scruple,1
4622,smack,2
4623,scarf,3
4624,bondage,2
4625,default,1
4626,insupportable,1
4627,vexation,1
4628,scurvy,3
4629,filthy,2
4630,fettering,1
4631,beat,5
4632,convenience,2
4633,unfeignedly,1
4634,lordship,17
4635,arms,4
4636,hose,1
4637,sleeves,1
4638,nose,5
4639,methink,1
4640,wast,3
4641,undeserved,1
4642,picking,1
4643,kernel,1
4644,pomegranate,1
4645,vagabond,2
4646,traveller,2
4647,personages,1
4648,commission,1
4649,heraldry,1
4650,conceal,1
4651,awhile,3
4652,forfeited,2
4653,cares,2
4654,sweetheart,2
4655,priest,1
4656,tread,1
4657,box,1
4658,hugs,1
4659,kicky,1
4660,wicky,1
4661,manly,1
4662,marrow,1
4663,sustain,2
4664,curvet,1
4665,steed,2
4666,regions,1
4667,stable,1
4668,jades,2
4669,italian,2
4670,detested,1
4671,capriccio,1
4672,noise,2
4673,marr,1
4674,4,3
4675,greets,1
4676,wants,1
4677,ail,1
4678,whither,5
4679,fortunate,1
4680,money,3
4681,shakes,1
4682,undoing,1
4683,witty,1
4684,profitable,1
4685,laughter,3
4686,serious,3
4687,prerogative,1
4688,compell,2
4689,restraint,2
4690,delay,3
4691,strew,2
4692,distil,1
4693,curbed,1
4694,erflow,1
4695,proceeding,2
4696,ned,1
4697,apology,1
4698,probable,2
4699,commands,3
4700,obtain,1
4701,everything,4
4702,5,3
4703,warranted,1
4704,testimony,1
4705,bunting,1
4706,accordingly,2
4707,sinn,1
4708,transgress,1
4709,dangerous,2
4710,pursue,2
4711,amity,2
4712,tailor,2
4713,workman,1
4714,casketed,1
4715,bride,1
4716,dinner,2
4717,thirds,1
4718,nothings,1
4719,deserved,2
4720,displeasure,7
4721,shift,1
4722,boots,1
4723,spurs,2
4724,leapt,1
4725,custard,1
4726,residence,1
4727,mistaken,1
4728,kernal,1
4729,nut,1
4730,clothes,3
4731,consequence,1
4732,natures,1
4733,spoken,7
4734,clog,1
4735,procur,1
4736,ministration,1
4737,required,1
4738,prepar,3
4739,unsettled,1
4740,entreat,6
4741,appointments,1
4742,letter,15
4743,twill,3
4744,observance,2
4745,eke,1
4746,fail,5
4747,hie,2
4748,timorous,1
4749,strangers,2
4750,sunder,1
4751,drum,23
4752,flight,2
4753,coragio,1
4754,iii,8
4755,troop,3
4756,fundamental,1
4757,decision,1
4758,thirsts,1
4759,quarrel,3
4760,opposer,1
4761,borrowing,1
4762,council,2
4763,frames,1
4764,unable,1
4765,incertain,1
4766,grounds,2
4767,ease,1
4768,settle,2
4769,places,2
4770,avails,1
4771,field,5
4772,along,3
4773,troth,2
4774,ruff,1
4775,pick,2
4776,manor,1
4777,ling,2
4778,isbels,2
4779,country,5
4780,knock,3
4781,en,5
4782,reads,7
4783,recovered,4
4784,wedded,1
4785,bedded,1
4786,breadth,1
4787,unfortunate,1
4788,rash,2
4789,unbridled,1
4790,favours,1
4791,indignation,1
4792,misprizing,1
4793,yonder,3
4794,standing,1
4795,getting,2
4796,gentleman,30
4797,quirks,1
4798,met,5
4799,thitherward,1
4800,passport,1
4801,begotten,1
4802,dreadful,1
4803,prithee,9
4804,engrossest,1
4805,robb,1
4806,swiftest,1
4807,consenting,1
4808,hourly,2
4809,tainted,1
4810,corrupts,1
4811,inducement,1
4812,deal,4
4813,loses,3
4814,worthiest,1
4815,courtesies,2
4816,expose,1
4817,event,1
4818,non,1
4819,sparing,1
4820,drive,2
4821,smoky,1
4822,muskets,1
4823,leaden,1
4824,violent,1
4825,piecing,1
4826,piercing,1
4827,shoots,1
4828,caitiff,1
4829,effected,3
4830,ravin,1
4831,roar,1
4832,constraint,3
4833,hunger,1
4834,miseries,1
4835,wins,1
4836,scar,4
4837,fan,2
4838,offic,1
4839,rumour,1
4840,consolate,1
4841,trumpets,4
4842,promising,2
4843,prosperous,1
4844,helm,3
4845,auspicious,1
4846,file,3
4847,hater,1
4848,jaques,5
4849,pilgrim,7
4850,ambitious,1
4851,barefoot,1
4852,plod,1
4853,sainted,1
4854,amended,1
4855,fervour,1
4856,labours,1
4857,despiteful,1
4858,juno,1
4859,courtly,1
4860,camping,1
4861,dogs,1
4862,embrace,1
4863,mildest,1
4864,rinaldo,2
4865,letting,1
4866,diverted,1
4867,prevented,2
4868,ta,1
4869,reprieve,1
4870,wrath,1
4871,sharply,1
4872,convenient,2
4873,led,2
4874,tucket,2
4875,approach,3
4876,commander,1
4877,slew,2
4878,labour,3
4879,hark,3
4880,suffice,1
4881,earl,2
4882,solicited,1
4883,officer,3
4884,suggestions,1
4885,enticements,1
4886,tokens,2
4887,engines,1
4888,seduced,1
4889,misery,1
4890,terrible,2
4891,maidenhood,1
4892,succession,2
4893,limed,1
4894,twigs,2
4895,threatens,1
4896,le,2
4897,grand,2
4898,palmers,1
4899,lodge,1
4900,francis,1
4901,tarry,1
4902,troops,2
4903,lodg,1
4904,hostess,1
4905,countryman,1
4906,hears,2
4907,nobly,3
4908,surely,1
4909,coarsely,1
4910,repeated,1
4911,reserved,1
4912,examin,1
4913,detesting,1
4914,wheresoe,1
4915,sadly,1
4916,shrewd,2
4917,pleas,2
4918,amorous,5
4919,solicits,1
4920,unlawful,2
4921,brokes,1
4922,honestest,1
4923,army,5
4924,gods,7
4925,antonio,1
4926,eldest,1
4927,escalus,1
4928,plume,1
4929,gallant,3
4930,honester,1
4931,goodlier,1
4932,handsome,2
4933,yond,1
4934,rascal,1
4935,jack,1
4936,apes,1
4937,perchance,3
4938,shrewdly,2
4939,spied,1
4940,courtesy,1
4941,carrier,1
4942,host,1
4943,enjoin,1
4944,penitents,1
4945,matron,1
4946,thanking,1
4947,requite,1
4948,precepts,1
4949,6,1
4950,camp,8
4951,bubble,1
4952,direct,2
4953,malice,2
4954,kinsman,1
4955,notable,1
4956,breaker,1
4957,entertainment,3
4958,reposing,1
4959,trusty,1
4960,fetch,4
4961,confidently,2
4962,undertake,5
4963,suddenly,1
4964,surprise,1
4965,hoodwink,2
4966,carried,2
4967,leaguer,1
4968,adversaries,1
4969,tents,1
4970,examination,1
4971,highest,1
4972,compulsion,1
4973,oath,4
4974,stratagem,3
4975,lump,1
4976,ore,1
4977,melted,1
4978,john,1
4979,inclining,1
4980,hinder,1
4981,design,1
4982,sticks,2
4983,sorely,1
4984,disposition,2
4985,pox,3
4986,rend,2
4987,blam,1
4988,caesar,66
4989,greatly,1
4990,condemn,2
4991,dishonour,1
4992,attributed,1
4993,exact,1
4994,performer,1
4995,hic,1
4996,jacet,1
4997,mystery,2
4998,instrument,2
4999,magnanimous,1
5000,enterprise,1
5001,syllable,1
5002,slumber,1
5003,evening,1
5004,dilemmas,1
5005,encourage,1
5006,preparation,1
5007,midnight,4
5008,subscribe,2
5009,fish,2
5010,damns,1
5011,dares,1
5012,week,1
5013,escape,1
5014,discoveries,1
5015,address,1
5016,clap,1
5017,emboss,1
5018,smok,1
5019,disguise,2
5020,parted,1
5021,sprat,1
5022,caught,2
5023,lass,1
5024,coxcomb,1
5025,7,1
5026,businesses,2
5027,reputation,6
5028,staining,1
5029,borrow,2
5030,approves,2
5031,purse,2
5032,friendly,1
5033,important,1
5034,county,1
5035,downward,1
5036,succeeded,1
5037,descents,1
5038,repented,2
5039,appoints,1
5040,crowns,1
5041,yielded,1
5042,instruct,2
5043,persever,2
5044,deceit,1
5045,coherent,1
5046,musics,1
5047,steads,1
5048,eaves,1
5049,persists,1
5050,assay,1
5051,fact,1
5052,iv,6
5053,hedge,2
5054,corner,1
5055,sally,1
5056,interpreter,5
5057,linsey,1
5058,woolsey,1
5059,band,3
5060,adversary,1
5061,neighbouring,1
5062,languages,1
5063,choughs,1
5064,gabble,1
5065,couch,1
5066,beguile,2
5067,forges,1
5068,disgraces,1
5069,foolhardy,1
5070,daring,1
5071,recovery,1
5072,ignorant,3
5073,ones,3
5074,instance,1
5075,butterwoman,1
5076,bajazet,1
5077,mule,1
5078,prattle,1
5079,perils,1
5080,possible,2
5081,cutting,1
5082,breaking,3
5083,spanish,1
5084,baring,1
5085,stripp,1
5086,hardly,2
